Collection, Prefab, Tier, QuestTags, Tags, ThemeTags, DuplicateRepeatDistance, ThemeRepeatDistance, X, Y, Z, YOffset, MinSleepers, MaxSleepers, AvgSleepers 
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_mansard_07,4,clear/fetch/infested,wilderness,,,,60, 60, 60,-28,37,39,38.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_01,1,clear/fetch/restore_power/infested,countryresidential,,,,42, 10, 42,-1,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_02,3,clear/fetch/infested,countryresidential,,,,42, 10, 42,-1,18,18,18.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_03,2,clear/fetch/infested,countryresidential,,,,42, 16, 42,-6,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_04,2,clear/fetch/infested,countryresidential,,,,42, 14, 42,-2,13,14,13.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_05,1,clear/fetch/infested,countryresidential,,,,42, 10, 42,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_06,1,clear/fetch/infested,countryresidential,,,,42, 14, 42,-5,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_07,1,clear/fetch/infested,countryresidential,,,,42, 10, 42,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_modular_08,1,clear/fetch/infested,countryresidential,,,,42, 11, 42,-1,5,7,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_pyramid_01,3,clear/fetch/infested,countryresidential,,,,42, 25, 42,-5,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_pyramid_02,2,clear/fetch/infested,countryresidential,,,,42, 22, 42,-4,13,13,13.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_pyramid_03,2,clear/fetch/infested,countryresidential,,,,42, 24, 42,-4,14,15,14.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_pyramid_04,3,clear/fetch/infested,residential,,,,42, 26, 42,-5,20,20,20.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_pyramid_05,1,clear/fetch/infested,countryresidential,,,,42, 18, 42,-4,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_01,1,clear/fetch/infested,rural,,,,60, 15, 60,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_02,3,clear/fetch/infested,rural,,,,60, 20, 60,-4,20,20,20.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_03,2,clear/fetch/infested,rural,,,,60, 22, 60,-7,13,13,13.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_04,2,clear/fetch/infested,rural,,,,60, 23, 60,-7,14,14,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_05,2,clear/fetch/infested,rural,,,,60, 23, 60,-4,12,12,12.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_06,2,clear/fetch/hidden_cache,rural,,,,60, 17, 60,-1,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_07,2,clear/fetch/infested,rural,,,,60, 16, 60,-1,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_08,2,clear/fetch/infested,rural,,,,60, 21, 60,-4,12,13,12.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_09,2,clear/fetch/infested,rural,,,,60, 15, 60,-5,15,16,15.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_10,1,clear/fetch/infested,rural,,,,60, 17, 60,-5,8,9,8.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_ranch_11,2,clear/fetch/infested,countryresidential,,,,42, 15, 42,-2,14,15,14.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_spanish_01,3,clear/fetch/infested,wilderness,,,,60, 25, 60,-15,18,21,19.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_01,2,clear/fetch/infested,residential,,,,42, 48, 42,-32,12,12,12.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_02,1,clear/fetch/infested,residential,culdesac,,,,42, 20, 42,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_03,2,clear/fetch/infested,residential,culdesac,,,,42, 25, 42,-6,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_04,2,clear/fetch/infested,residential,,,,42, 18, 42,-2,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_05,2,clear/fetch/infested,residential,,,,42, 23, 42,-6,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_tudor_06,3,clear/fetch/infested,countryresidential,,,,42, 22, 42,-4,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_01,3,clear/fetch/infested,rural,,,,60, 27, 60,-10,17,18,17.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_02,2,clear/fetch/infested,residential,,,,42, 22, 42,-5,14,15,14.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_03,4,clear/fetch/infested,wilderness,,,,60, 32, 60,-5,46,46,46.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_04,3,clear/fetch/infested,rural,,,,42, 19, 42,-5,20,21,20.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_05,1,clear/fetch/infested,countryresidential,,,,42, 26, 42,-5,9,10,9.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_06,2,clear/fetch/infested,countryresidential,,,,42, 21, 42,-5,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_07,2,clear/fetch/infested,residential,countryresidential,,,,42, 19, 42,-6,17,17,17.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_08,1,clear/fetch/infested,countryresidential,rural,,,,42, 21, 42,-4,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_09,3,clear/fetch/infested,residential,culdesac,,,,42, 23, 42,-1,19,19,19.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_10,2,clear/fetch/infested,countryresidential,,,,42, 28, 42,-12,11,12,11.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_11,2,clear/fetch/infested,residential,culdesac,,,,42, 22, 42,-4,12,13,12.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,house_old_victorian_12,2,clear/fetch/infested,countryresidential,rural,,,,42, 22, 42,-4,14,14,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,housing_development_01,4,clear/fetch/restore_power/infested,rural,,,,100, 18, 100,-4,41,52,46.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,hwy_overpass_sign_01,0,,biomeonly,devonly,,,,1, 8, 17,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,indian_burial_grounds_01,0,,,,,,27, 8, 27,-2,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,industrial_business_08,2,clear/fetch/restore_power/infested,industrial,,,,42, 27, 42,-1,18,18,18.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,installation_red_mesa,5,clear/fetch/restore_power/infested,wilderness,,,,72, 45, 83,-23,165,166,165.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,junkyard_01,4,clear/fetch/restore_power/infested,industrial,,,,60, 18, 60,-4,38,42,40.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,large_park_01,0,,downtown,,,,60, 8, 60,-2,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lodge_01,3,clear/fetch/restore_power/infested,wilderness,,,,60, 25, 60,-4,21,25,23.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_country_01,1,clear/infested,countryresidential,,,,42, 10, 42,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_country_02,1,clear/infested,countrytown,diagonal,,,,42, 11, 42,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_downtown_filler_01,0,clear/restore_power,downtown,,,,25, 10, 25,-3,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_01,0,,industrial,countrytown,diagonal,,,,25, 9, 25,-1,1,1,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_02,0,,,,,,25, 10, 25,-1,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_03,0,,industrial,countrytown,nodiagonal,,,,25, 14, 25,-2,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_04,0,,industrial,countrytown,countryresidential,nodiagonal,,,,25, 14, 25,-2,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_05,0,,industrial,countrytown,nodiagonal,,,,25, 14, 25,-2,1,3,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_06,0,,industrial,countrytown,nodiagonal,,,,25, 14, 25,-2,1,3,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_07,0,,industrial,countrytown,diagonal,,,,25, 15, 25,-2,3,6,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_08,0,,industrial,countrytown,diagonal,,,,26, 17, 25,-4,2,6,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_09,0,,industrial,,,,25, 17, 25,-6,5,5,5.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_10,0,,industrial,,,,25, 15, 25,-5,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_11,0,,industrial,countrytown,countryresidential,nodiagonal,,,,25, 29, 25,-7,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_12,0,,industrial,countrytown,diagonal,,,,25, 11, 25,-7,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_13,0,,industrial,countrytown,diagonal,,,,25, 17, 25,-1,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_14,0,,industrial,countrytown,countryresidential,diagonal,,,,25, 11, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_15,0,,industrial,countrytown,countryresidential,nodiagonal,,,,25, 10, 25,-1,1,1,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_16,0,,industrial,countrytown,nodiagonal,,,,25, 10, 25,-1,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_17,0,,industrial,countrytown,nodiagonal,,,,25, 12, 25,-2,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_18,0,,industrial,countrytown,nodiagonal,,,,25, 13, 25,-2,3,4,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_19,0,,industrial,countrytown,nodiagonal,,,,25, 14, 25,-2,5,7,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_industrial_20,0,,industrial,countrytown,nodiagonal,,,,25, 11, 25,-2,2,4,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_01,0,,rural,,,,60, 7, 60,-1,3,5,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_02,0,,rural,,,,60, 3, 60,-1,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_03,0,,rural,,,,60, 3, 60,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_04,0,,rural,,,,60, 5, 60,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_05,0,,rural,,,,60, 5, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_06,0,,rural,,,,60, 12, 60,-2,3,6,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_07,0,,rural,,,,60, 3, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_08,0,,rural,,,,60, 3, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_09,0,,rural,,,,60, 3, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_10,0,,rural,,,,60, 5, 60,-4,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_rural_filler_11,0,,rural,,,,60, 4, 60,-2,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_01,0,,industrial,countrytown,nodiagonal,,,,25, 7, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_02,0,,industrial,countrytown,nodiagonal,,,,25, 11, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_03,0,,industrial,countrytown,nodiagonal,,,,25, 11, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_04,0,,industrial,countrytown,nodiagonal,,,,25, 18, 25,-2,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_05,1,defense,industrial,countrytown,nodiagonal,,,,42, 3, 42,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,lot_vacant_06,0,,countrytown,diagonal,,,,25, 8, 25,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,motel_01,2,clear/fetch/infested,countrytown,gateway,nodiagonal,nocheckpoint,,,,60, 16, 60,-2,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,motel_02,1,clear/infested,countrytown,gateway,nodiagonal,nocheckpoint,,,,42, 14, 42,-2,9,10,9.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,motel_03,3,clear/fetch/restore_power/infested,countrytown,nodiagonal,,,,60, 20, 60,-6,28,29,28.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,motel_04,3,clear/fetch/infested,gateway,nocheckpoint,,,,60, 14, 60,-5,20,24,22.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,motel_05,1,clear/fetch/infested,countrytown,diagonal,nocheckpoint,,,,42, 15, 42,-1,9,9,9.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,navezgane_waterfall_01,0,,navonly,hideui,,,,14, 15, 3,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,nursing_home_01,5,clear/fetch/infested,commercial,,,,100, 23, 100,-7,119,119,119.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_01,1,clear/fetch/infested,commercial,,,,42, 15, 42,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_02,2,clear/fetch/infested,commercial,,,,42, 14, 42,-1,16,16,16.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_03,2,clear/fetch/infested,commercial,,,,42, 19, 42,-2,14,14,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_04,2,clear/fetch/infested,commercial,,,,42, 16, 42,-3,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_05,3,clear/fetch/infested,commercial,,,,42, 22, 42,-1,25,25,25.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_06,3,clear/fetch/infested,commercial,downtown,,,,42, 25, 42,-7,22,22,22.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,office_07,0,,,,,,44, 12, 44,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_01,1,clear/fetch/infested,oldwest,,,,25, 20, 25,-5,8,8,8.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_02,1,clear/infested,oldwest,,,,25, 16, 25,-1,2,5,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_03,1,clear/infested,oldwest,,,,50, 15, 25,-1,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_04,1,clear/infested,oldwest,,,,25, 11, 25,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_05,0,,oldwest,,,,25, 9, 25,-1,2,3,2.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_06,1,clear/infested,oldwest,,,,25, 17, 25,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_07,0,,oldwest,,,,25, 10, 25,-1,0,1,0.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_08,1,clear/fetch/infested,oldwest,,,,25, 19, 25,-3,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_09,0,,oldwest,,,,25, 11, 25,-1,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_10,1,clear/fetch/infested,oldwest,,,,25, 22, 25,-5,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_11,1,clear/fetch/infested,oldwest,,,,25, 17, 25,-1,4,5,4.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_12,1,clear/infested,oldwest,,,,25, 15, 25,-1,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_13,1,clear/fetch/infested,oldwest,,,,25, 21, 25,-5,6,7,6.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_business_14,1,clear/fetch/infested,oldwest,,,,25, 15, 25,-1,7,7,7.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_church,1,clear/fetch/infested,oldwest,,,,42, 27, 42,-4,9,11,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_coal_factory,1,clear/fetch/infested,rural,oldwest,,,,42, 31, 42,-13,8,9,8.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_gallows,0,,oldwest,,,,25, 8, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_jail,0,,oldwest,,,,25, 9, 25,-1,1,2,1.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_stables,0,clear,oldwest,,,,25, 11, 25,-1,3,4,3.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_strip_01,2,clear/fetch/infested,oldwest,,,,50, 21, 25,-5,15,15,15.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_strip_02,2,clear/fetch/infested,oldwest,,,,50, 16, 25,-1,12,12,12.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_strip_03,1,clear/fetch/infested,oldwest,,,,50, 20, 25,-1,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_strip_04,1,clear/fetch/infested,oldwest,,,,50, 19, 25,-1,6,6,6.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,oldwest_watertower,0,,oldwest,,,,25, 14, 25,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_garage_01,0,,downtown,,,,42, 22, 42,-1,8,11,9.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_garage_02,4,clear/fetch/restore_power/infested,downtown,,,,42, 25, 42,-2,39,43,41.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_garage_03,2,clear/fetch/infested,downtown,,,,42, 31, 42,-7,13,15,14.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_garage_04,0,,,,,,42, 41, 42,-12,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_lot_01,1,defense,commercial,industrial,,,,42, 6, 42,-1,5,6,5.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_lot_02,2,clear/restore_power/infested,commercial,industrial,countrytown,diagonal,,,,42, 12, 42,-2,13,13,13.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,parking_lot_03,0,,industrial,countrytown,,,,42, 13, 42,-2,5,6,5.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_01,0,,residential,countryresidential,,,,42, 5, 42,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_02,0,,residential,,,,42, 11, 42,-1,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_03,0,,residential,,,,42, 10, 42,-1,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_basketball,0,,residential,,,,42, 11, 42,-3,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_plaza_01,0,,,,,,49, 8, 47,-5,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,park_plaza_02,1,,,,,,46, 12, 46,-3,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_church_parking,0,,part,navonly,hideui,,,,60, 4, 23,-23,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_01,0,,navonly,hideui,,,,114, 13, 114,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_02,0,,navonly,hideui,,,,121, 11, 114,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_03,0,,navonly,hideui,,,,114, 10, 114,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_04,0,,navonly,hideui,,,,114, 11, 114,-1,1,1,1.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_05,0,,navonly,hideui,,,,114, 11, 114,-1,3,3,3.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_06,0,,navonly,hideui,,,,132, 28, 127,-9,4,4,4.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_blk_plaza,0,,navonly,hideui,,,,121, 12, 114,-3,2,2,2.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_city_sign_01,0,,navonly,hideui,,,,3, 14, 13,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_fence,0,,,,,,60, 3, 60,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_median_01,0,,navonly,hideui,,,,103, 13, 23,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_median_02,0,,navonly,hideui,,,,103, 10, 23,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_median_03,0,,navonly,hideui,,,,103, 13, 23,-1,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_outlet,0,,navonly,hideui,,,,20, 9, 7,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_riverdock,0,,part,navonly,hideui,,,,7, 9, 19,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_tile_downtown_straight,0,,streettile,hideui,rwgonly,,,,150, 40, 150,-16,6,9,7.5
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_tunnel_01,0,,,,,,28, 14, 95,,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,perishton_tunnel_02,0,,,,,,28, 14, 94,,10,10,10.0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start1,0,,navonly,,,,6, 1, 2,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start2,0,,navonly,,,,3, 1, 8,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start3,0,,navonly,,,,6, 1, 5,,0,0,0
D:/SteamLibrary/steamapps/common/7 Days To Die/Data/Prefabs/POIs,player_start4,0,,navonly,,,,5, 1, 7,,0,0,0
